Cusip,SecurityType,Rate,MaturityDate,CallDate,Buy,Sell,EndOfDay,Date
912828ZE3,MARKET BASED NOTE,0.006250,2027-03-31,,89.781250,89.750000,89.531250,2023-04-05
912828ZN3,MARKET BASED NOTE,0.005000,2027-04-30,,89.109375,89.062500,88.843750,2023-04-05
91282CEN7,MARKET BASED NOTE,0.027500,2027-04-30,,97.515625,97.500000,97.281250,2023-04-05
912828X88,MARKET BASED NOTE,0.023750,2027-05-15,,96.203125,96.156250,95.937500,2023-04-05
912828ZS2,MARKET BASED NOTE,0.005000,2027-05-31,,88.906250,88.875000,88.656250,2023-04-05
91282CET4,MARKET BASED NOTE,0.026250,2027-05-31,,97.015625,97.000000,96.781250,2023-04-05
91282CEW7,MARKET BASED NOTE,0.032500,2027-06-30,,99.437500,99.406250,99.187500,2023-04-05
912828ZV5,MARKET BASED NOTE,0.005000,2027-06-30,,88.718750,88.687500,88.437500,2023-04-05
91282CAD3,MARKET BASED NOTE,0.003750,2027-07-31,,88.015625,87.968750,87.750000,2023-04-05
91282CFB2,MARKET BASED NOTE,0.027500,2027-07-31,,97.484375,97.468750,97.218750,2023-04-05
9128282R0,MARKET BASED NOTE,0.022500,2027-08-15,,95.515625,95.468750,95.250000,2023-04-05
91282CAH4,MARKET BASED NOTE,0.005000,2027-08-31,,88.328125,88.281250,88.093750,2023-04-05
91282CFH9,MARKET BASED NOTE,0.031250,2027-08-31,,99.000000,98.968750,98.750000,2023-04-05
91282CFM8,MARKET BASED NOTE,0.041250,2027-09-30,,103.109375,103.093750,102.843750,2023-04-05
91282CAL5,MARKET BASED NOTE,0.003750,2027-09-30,,87.640625,87.593750,87.375000,2023-04-05
91282CAU5,MARKET BASED NOTE,0.005000,2027-10-31,,87.953125,87.906250,87.718750,2023-04-05
91282CFU0,MARKET BASED NOTE,0.041250,2027-10-31,,103.203125,103.187500,102.937500,2023-04-05
9128283F5,MARKET BASED NOTE,0.022500,2027-11-15,,95.296875,95.250000,95.031250,2023-04-05
91282CAY7,MARKET BASED NOTE,0.006250,2027-11-30,,88.312500,88.281250,88.062500,2023-04-05
91282CFZ9,MARKET BASED NOTE,0.038750,2027-11-30,,102.296875,102.281250,102.031250,2023-04-05
91282CGC9,MARKET BASED NOTE,0.038750,2027-12-31,,102.328125,102.312500,102.062500,2023-04-05
91282CBB6,MARKET BASED NOTE,0.006250,2027-12-31,,88.156250,88.125000,87.906250,2023-04-05
91282CBJ9,MARKET BASED NOTE,0.007500,2028-01-31,,88.546875,88.500000,88.281250,2023-04-05
91282CGH8,MARKET BASED NOTE,0.035000,2028-01-31,,100.765625,100.750000,100.500000,2023-04-05
9128283W8,MARKET BASED NOTE,0.027500,2028-02-15,,97.328125,97.281250,97.031250,2023-04-05
91282CBP5,MARKET BASED NOTE,0.011250,2028-02-29,,90.046875,90.000000,89.781250,2023-04-05
91282CGP0,MARKET BASED NOTE,0.040000,2028-02-29,,103.109375,103.093750,102.843750,2023-04-05
91282CGT2,MARKET BASED NOTE,0.036250,2028-03-31,,101.437500,101.437500,101.187500,2023-04-05
91282CBS9,MARKET BASED NOTE,0.012500,2028-03-31,,90.468750,90.437500,90.187500,2023-04-05
91282CBZ3,MARKET BASED NOTE,0.012500,2028-04-30,,90.312500,90.281250,90.031250,2023-04-05
9128284N7,MARKET BASED NOTE,0.028750,2028-05-15,,97.765625,97.718750,97.500000,2023-04-05
91282CCE9,MARKET BASED NOTE,0.012500,2028-05-31,,90.187500,90.156250,89.937500,2023-04-05
91282CCH2,MARKET BASED NOTE,0.012500,2028-06-30,,90.031250,90.000000,89.750000,2023-04-05
91282CCR0,MARKET BASED NOTE,0.010000,2028-07-31,,88.687500,88.656250,88.406250,2023-04-05
9128284V9,MARKET BASED NOTE,0.028750,2028-08-15,,97.703125,97.656250,97.406250,2023-04-05
91282CCV1,MARKET BASED NOTE,0.011250,2028-08-31,,89.125000,89.093750,88.843750,2023-04-05
91282CCY5,MARKET BASED NOTE,0.012500,2028-09-30,,89.531250,89.500000,89.281250,2023-04-05
91282CDF5,MARKET BASED NOTE,0.013750,2028-10-31,,90.062500,90.031250,89.781250,2023-04-05
9128285M8,MARKET BASED NOTE,0.031250,2028-11-15,,98.875000,98.843750,98.593750,2023-04-05
91282CDL2,MARKET BASED NOTE,0.015000,2028-11-30,,90.531250,90.500000,90.312500,2023-04-05
91282CDP3,MARKET BASED NOTE,0.013750,2028-12-31,,89.890625,89.843750,89.625000,2023-04-05
91282CDW8,MARKET BASED NOTE,0.017500,2029-01-31,,91.625000,91.593750,91.343750,2023-04-05
9128286B1,MARKET BASED NOTE,0.026250,2029-02-15,,96.203125,96.156250,95.937500,2023-04-05
91282CEB3,MARKET BASED NOTE,0.018750,2029-02-28,,92.203125,92.156250,91.937500,2023-04-05
91282CEE7,MARKET BASED NOTE,0.023750,2029-03-31,,94.750000,94.718750,94.468750,2023-04-05
91282CEM9,MARKET BASED NOTE,0.028750,2029-04-30,,97.437500,97.406250,97.156250,2023-04-05
9128286T2,MARKET BASED NOTE,0.023750,2029-05-15,,94.734375,94.687500,94.468750,2023-04-05
91282CES6,MARKET BASED NOTE,0.027500,2029-05-31,,96.718750,96.687500,96.437500,2023-04-05
91282CEV9,MARKET BASED NOTE,0.032500,2029-06-30,,99.453125,99.437500,99.218750,2023-04-05
91282CFC0,MARKET BASED NOTE,0.026250,2029-07-31,,95.984375,95.968750,95.718750,2023-04-05
912828YB0,MARKET BASED NOTE,0.016250,2029-08-15,,90.578125,90.531250,90.312500,2023-04-05
91282CFJ5,MARKET BASED NOTE,0.031250,2029-08-31,,98.796875,98.781250,98.531250,2023-04-05
91282CFL0,MARKET BASED NOTE,0.038750,2029-09-30,,103.140625,103.125000,102.875000,2023-04-05
91282CFT3,MARKET BASED NOTE,0.040000,2029-10-31,,103.906250,103.875000,103.656250,2023-04-05
912828YS3,MARKET BASED NOTE,0.017500,2029-11-15,,91.234375,91.187500,90.968750,2023-04-05
91282CFY2,MARKET BASED NOTE,0.038750,2029-11-30,,103.234375,103.218750,103.000000,2023-04-05
91282CGB1,MARKET BASED NOTE,0.038750,2029-12-31,,103.328125,103.312500,103.062500,2023-04-05
91282CGJ4,MARKET BASED NOTE,0.035000,2030-01-31,,101.109375,101.093750,100.843750,2023-04-05
912828Z94,MARKET BASED NOTE,0.015000,2030-02-15,,89.109375,89.062500,88.843750,2023-04-05
91282CGQ8,MARKET BASED NOTE,0.040000,2030-02-28,,104.187500,104.187500,103.937500,2023-04-05
91282CGS4,MARKET BASED NOTE,0.036250,2030-03-31,,102.015625,102.000000,101.750000,2023-04-05
912828ZQ6,MARKET BASED NOTE,0.006250,2030-05-15,,83.296875,83.250000,83.031250,2023-04-05
91282CAE1,MARKET BASED NOTE,0.006250,2030-08-15,,82.921875,82.875000,82.687500,2023-04-05
91282CAV3,MARKET BASED NOTE,0.008750,2030-11-15,,84.234375,84.187500,84.000000,2023-04-05
91282CBL4,MARKET BASED NOTE,0.011250,2031-02-15,,85.671875,85.625000,85.406250,2023-04-05
91282CCB5,MARKET BASED NOTE,0.016250,2031-05-15,,88.468750,88.437500,88.218750,2023-04-05
91282CCS8,MARKET BASED NOTE,0.012500,2031-08-15,,85.406250,85.375000,85.187500,2023-04-05
91282CDJ7,MARKET BASED NOTE,0.013750,2031-11-15,,85.937500,85.906250,85.718750,2023-04-05
91282CDY4,MARKET BASED NOTE,0.018750,2032-02-15,,89.343750,89.312500,89.125000,2023-04-05
91282CEP2,MARKET BASED NOTE,0.028750,2032-05-15,,96.828125,96.812500,96.593750,2023-04-05
91282CFF3,MARKET BASED NOTE,0.027500,2032-08-15,,95.750000,95.718750,95.531250,2023-04-05
91282CFV8,MARKET BASED NOTE,0.041250,2032-11-15,,106.859375,106.843750,106.625000,2023-04-05
91282CGM7,MARKET BASED NOTE,0.035000,2033-02-15,,101.890625,101.875000,101.656250,2023-04-05
912810EQ7,MARKET BASED BOND,0.062500,2023-08-15,,0.000000,100.593750,100.531250,2023-04-05
912810ES3,MARKET BASED BOND,0.075000,2024-11-15,,105.687500,105.406250,105.281250,2023-04-05
912810ET1,MARKET BASED BOND,0.076250,2025-02-15,,106.953125,106.718750,106.593750,2023-04-05
912810EV6,MARKET BASED BOND,0.068750,2025-08-15,,107.578125,107.281250,107.062500,2023-04-05
912810EW4,MARKET BASED BOND,0.060000,2026-02-15,,106.796875,106.468750,106.312500,2023-04-05
912810EX2,MARKET BASED BOND,0.067500,2026-08-15,,110.281250,110.031250,109.812500,2023-04-05
912810EY0,MARKET BASED BOND,0.065000,2026-11-15,,110.359375,110.093750,109.875000,2023-04-05
912810EZ7,MARKET BASED BOND,0.066250,2027-02-15,,111.593750,111.281250,111.031250,2023-04-05
912810FA1,MARKET BASED BOND,0.063750,2027-08-15,,112.062500,111.843750,111.593750,2023-04-05
912810FB9,MARKET BASED BOND,0.061250,2027-11-15,,111.859375,111.687500,111.406250,2023-04-05
912810FE3,MARKET BASED BOND,0.055000,2028-08-15,,110.375000,110.187500,109.968750,2023-04-05
912810FF0,MARKET BASED BOND,0.052500,2028-11-15,,109.718750,109.531250,109.281250,2023-04-05
912810FG8,MARKET BASED BOND,0.052500,2029-02-15,,109.937500,109.656250,109.468750,2023-04-05
912810FJ2,MARKET BASED BOND,0.061250,2029-08-15,,115.765625,115.593750,115.343750,2023-04-05
912810FM5,MARKET BASED BOND,0.062500,2030-05-15,,118.593750,118.312500,118.062500,2023-04-05
912810FP8,MARKET BASED BOND,0.053750,2031-02-15,,114.531250,114.187500,113.937500,2023-04-05
912810FT0,MARKET BASED BOND,0.045000,2036-02-15,,113.406250,113.218750,113.031250,2023-04-05
912810PT9,MARKET BASED BOND,0.047500,2037-02-15,,116.359375,116.156250,115.968750,2023-04-05
912810PU6,MARKET BASED BOND,0.050000,2037-05-15,,119.000000,118.812500,118.625000,2023-04-05
912810PW2,MARKET BASED BOND,0.043750,2038-02-15,,111.828125,111.687500,111.531250,2023-04-05
912810PX0,MARKET BASED BOND,0.045000,2038-05-15,,113.203125,113.062500,112.937500,2023-04-05
912810QA9,MARKET BASED BOND,0.035000,2039-02-15,,101.078125,100.937500,100.812500,2023-04-05
912810QB7,MARKET BASED BOND,0.042500,2039-05-15,,110.265625,110.125000,110.000000,2023-04-05
912810QC5,MARKET BASED BOND,0.045000,2039-08-15,,113.468750,113.343750,113.187500,2023-04-05
912810QD3,MARKET BASED BOND,0.043750,2039-11-15,,111.640625,111.500000,111.375000,2023-04-05
912810QE1,MARKET BASED BOND,0.046250,2040-02-15,,115.000000,114.843750,114.718750,2023-04-05
912810QH4,MARKET BASED BOND,0.043750,2040-05-15,,111.546875,111.406250,111.281250,2023-04-05
912810SR0,MARKET BASED BOND,0.011250,2040-05-15,,68.187500,68.062500,68.031250,2023-04-05
912810SQ2,MARKET BASED BOND,0.011250,2040-08-15,,67.734375,67.625000,67.562500,2023-04-05
912810QK7,MARKET BASED BOND,0.038750,2040-08-15,,104.828125,104.687500,104.562500,2023-04-05
912810QL5,MARKET BASED BOND,0.042500,2040-11-15,,109.718750,109.593750,109.468750,2023-04-05
912810ST6,MARKET BASED BOND,0.013750,2040-11-15,,70.515625,70.406250,70.375000,2023-04-05
912810SW9,MARKET BASED BOND,0.018750,2041-02-15,,76.593750,76.468750,76.437500,2023-04-05
912810QN1,MARKET BASED BOND,0.047500,2041-02-15,,116.375000,116.250000,116.187500,2023-04-05
912810QQ4,MARKET BASED BOND,0.043750,2041-05-15,,111.171875,111.031250,110.937500,2023-04-05
912810SY5,MARKET BASED BOND,0.022500,2041-05-15,,81.234375,81.125000,81.093750,2023-04-05
912810TA6,MARKET BASED BOND,0.017500,2041-08-15,,74.093750,74.000000,73.968750,2023-04-05
912810QS0,MARKET BASED BOND,0.037500,2041-08-15,,102.015625,101.906250,101.781250,2023-04-05
912810QT8,MARKET BASED BOND,0.031250,2041-11-15,,93.109375,92.968750,92.906250,2023-04-05
912810TC2,MARKET BASED BOND,0.020000,2041-11-15,,77.156250,77.062500,77.062500,2023-04-05
912810TF5,MARKET BASED BOND,0.023750,2042-02-15,,82.187500,82.125000,82.093750,2023-04-05
912810QU5,MARKET BASED BOND,0.031250,2042-02-15,,92.812500,92.718750,92.656250,2023-04-05
912810QW1,MARKET BASED BOND,0.030000,2042-05-15,,90.812500,90.718750,90.656250,2023-04-05
912810TH1,MARKET BASED BOND,0.032500,2042-05-15,,94.156250,94.093750,94.062500,2023-04-05
912810TK4,MARKET BASED BOND,0.033750,2042-08-15,,95.859375,95.812500,95.781250,2023-04-05
912810QX9,MARKET BASED BOND,0.027500,2042-08-15,,87.000000,86.875000,86.843750,2023-04-05
912810QY7,MARKET BASED BOND,0.027500,2042-11-15,,86.734375,86.625000,86.593750,2023-04-05
912810TM0,MARKET BASED BOND,0.040000,2042-11-15,,104.750000,104.718750,104.687500,2023-04-05
912810TQ1,MARKET BASED BOND,0.038750,2043-02-15,,102.937500,102.906250,102.843750,2023-04-05
912810QZ4,MARKET BASED BOND,0.031250,2043-02-15,,91.875000,91.750000,91.718750,2023-04-05
912810RB6,MARKET BASED BOND,0.028750,2043-05-15,,88.328125,88.187500,88.156250,2023-04-05
912810RC4,MARKET BASED BOND,0.036250,2043-08-15,,99.140625,99.000000,99.000000,2023-04-05
912810RD2,MARKET BASED BOND,0.037500,2043-11-15,,100.859375,100.718750,100.718750,2023-04-05
912810RE0,MARKET BASED BOND,0.036250,2044-02-15,,98.812500,98.687500,98.687500,2023-04-05
912810RG5,MARKET BASED BOND,0.033750,2044-05-15,,95.031250,94.906250,94.937500,2023-04-05
912810RH3,MARKET BASED BOND,0.031250,2044-08-15,,91.171875,91.062500,91.062500,2023-04-05
912810RJ9,MARKET BASED BOND,0.030000,2044-11-15,,89.140625,89.031250,89.062500,2023-04-05
912810RK6,MARKET BASED BOND,0.025000,2045-02-15,,81.578125,81.468750,81.500000,2023-04-05
912810RM2,MARKET BASED BOND,0.030000,2045-05-15,,88.968750,88.843750,88.875000,2023-04-05
912810RN0,MARKET BASED BOND,0.028750,2045-08-15,,87.093750,86.968750,87.000000,2023-04-05
912810RP5,MARKET BASED BOND,0.030000,2045-11-15,,88.937500,88.812500,88.843750,2023-04-05
912810RQ3,MARKET BASED BOND,0.025000,2046-02-15,,81.171875,81.062500,81.093750,2023-04-05
912810RS9,MARKET BASED BOND,0.025000,2046-05-15,,81.093750,80.968750,81.031250,2023-04-05
912810RT7,MARKET BASED BOND,0.022500,2046-08-15,,77.125000,77.000000,77.062500,2023-04-05
912810RU4,MARKET BASED BOND,0.028750,2046-11-15,,87.000000,86.875000,86.937500,2023-04-05
912810RV2,MARKET BASED BOND,0.030000,2047-02-15,,88.828125,88.718750,88.781250,2023-04-05
912810RX8,MARKET BASED BOND,0.030000,2047-05-15,,88.828125,88.718750,88.781250,2023-04-05
912810RY6,MARKET BASED BOND,0.027500,2047-08-15,,84.890625,84.812500,84.843750,2023-04-05
912810RZ3,MARKET BASED BOND,0.027500,2047-11-15,,84.906250,84.843750,84.906250,2023-04-05
912810SA7,MARKET BASED BOND,0.030000,2048-02-15,,88.937500,88.875000,88.968750,2023-04-05
912810SC3,MARKET BASED BOND,0.031250,2048-05-15,,91.031250,90.968750,91.031250,2023-04-05
912810SD1,MARKET BASED BOND,0.030000,2048-08-15,,89.062500,89.000000,89.093750,2023-04-05
912810SE9,MARKET BASED BOND,0.033750,2048-11-15,,95.343750,95.281250,95.375000,2023-04-05
912810SF6,MARKET BASED BOND,0.030000,2049-02-15,,89.265625,89.187500,89.281250,2023-04-05
912810SH2,MARKET BASED BOND,0.028750,2049-05-15,,87.250000,87.187500,87.281250,2023-04-05
912810SJ8,MARKET BASED BOND,0.022500,2049-08-15,,76.765625,76.687500,76.781250,2023-04-05
912810SK5,MARKET BASED BOND,0.023750,2049-11-15,,78.875000,78.812500,78.906250,2023-04-05
912810SL3,MARKET BASED BOND,0.020000,2050-02-15,,72.343750,72.281250,72.343750,2023-04-05
912810SN9,MARKET BASED BOND,0.012500,2050-05-15,,59.421875,59.343750,59.343750,2023-04-05
912810SP4,MARKET BASED BOND,0.013750,2050-08-15,,61.312500,61.250000,61.281250,2023-04-05
912810SS8,MARKET BASED BOND,0.016250,2050-11-15,,65.468750,65.406250,65.437500,2023-04-05
912810SU3,MARKET BASED BOND,0.018750,2051-02-15,,69.687500,69.625000,69.656250,2023-04-05
912810SX7,MARKET BASED BOND,0.023750,2051-05-15,,78.296875,78.250000,78.281250,2023-04-05
912810SZ2,MARKET BASED BOND,0.020000,2051-08-15,,71.750000,71.687500,71.750000,2023-04-05
912810TB4,MARKET BASED BOND,0.018750,2051-11-15,,69.453125,69.406250,69.468750,2023-04-05
912810TD0,MARKET BASED BOND,0.022500,2052-02-15,,76.046875,76.000000,76.093750,2023-04-05
912810TG3,MARKET BASED BOND,0.028750,2052-05-15,,87.265625,87.218750,87.250000,2023-04-05
912810TJ7,MARKET BASED BOND,0.030000,2052-08-15,,89.546875,89.500000,89.562500,2023-04-05
912810TL2,MARKET BASED BOND,0.040000,2052-11-15,,108.156250,108.125000,108.218750,2023-04-05
912810TN8,MARKET BASED BOND,0.036250,2053-02-15,,101.062500,101.031250,101.125000,2023-04-05
9128284H0,TIPS,0.006250,2023-04-15,,0.000000,99.968750,100.000000,2023-04-05
912828VM9,TIPS,0.003750,2023-07-15,,0.000000,100.343750,100.343750,2023-04-05
912828B25,TIPS,0.006250,2024-01-15,,99.312500,99.218750,99.218750,2023-04-05
9128286N5,TIPS,0.005000,2024-04-15,,98.656250,98.562500,98.593750,2023-04-05
912828WU0,TIPS,0.001250,2024-07-15,,98.312500,98.218750,98.250000,2023-04-05
912828YL8,TIPS,0.001250,2024-10-15,,98.000000,97.906250,97.875000,2023-04-05
912828H45,TIPS,0.002500,2025-01-15,,97.984375,97.906250,97.843750,2023-04-05
912810FR4,TIPS,0.023750,2025-01-15,,101.625000,101.500000,101.437500,2023-04-05
912828ZJ2,TIPS,0.001250,2025-04-15,,97.296875,97.187500,97.125000,2023-04-05
912828XL9,TIPS,0.003750,2025-07-15,,98.265625,98.187500,98.093750,2023-04-05
91282CAQ4,TIPS,0.001250,2025-10-15,,97.359375,97.250000,97.187500,2023-04-05
912828N71,TIPS,0.006250,2026-01-15,,98.296875,98.218750,98.125000,2023-04-05
912810FS2,TIPS,0.020000,2026-01-15,,101.968750,101.843750,101.750000,2023-04-05
91282CCA7,TIPS,0.001250,2026-04-15,,96.546875,96.468750,96.375000,2023-04-05
912828S50,TIPS,0.001250,2026-07-15,,96.937500,96.843750,96.718750,2023-04-05
91282CDC2,TIPS,0.001250,2026-10-15,,96.640625,96.531250,96.406250,2023-04-05
912828V49,TIPS,0.003750,2027-01-15,,97.062500,96.968750,96.843750,2023-04-05
912810PS1,TIPS,0.023750,2027-01-15,,104.343750,104.250000,104.093750,2023-04-05
91282CEJ6,TIPS,0.001250,2027-04-15,,95.937500,95.875000,95.718750,2023-04-05
9128282L3,TIPS,0.003750,2027-07-15,,97.328125,97.250000,97.093750,2023-04-05
91282CFR7,TIPS,0.016250,2027-10-15,,102.718750,102.656250,102.468750,2023-04-05
9128283R9,TIPS,0.005000,2028-01-15,,97.359375,97.281250,97.093750,2023-04-05
912810PV4,TIPS,0.017500,2028-01-15,,103.171875,103.062500,102.875000,2023-04-05
912810FD5,TIPS,0.036250,2028-04-15,,112.500000,112.343750,112.187500,2023-04-05
912828Y38,TIPS,0.007500,2028-07-15,,98.968750,98.875000,98.656250,2023-04-05
912810PZ5,TIPS,0.025000,2029-01-15,,108.000000,107.875000,107.656250,2023-04-05
9128285W6,TIPS,0.008750,2029-01-15,,99.140625,99.062500,98.843750,2023-04-05
912810FH6,TIPS,0.038750,2029-04-15,,116.171875,116.031250,115.875000,2023-04-05
9128287D6,TIPS,0.002500,2029-07-15,,95.656250,95.562500,95.406250,2023-04-05
912828Z37,TIPS,0.001250,2030-01-15,,94.109375,94.031250,93.843750,2023-04-05
912828ZZ6,TIPS,0.001250,2030-07-15,,94.015625,93.937500,93.750000,2023-04-05
91282CBF7,TIPS,0.001250,2031-01-15,,93.390625,93.312500,93.093750,2023-04-05
91282CCM1,TIPS,0.001250,2031-07-15,,93.093750,93.000000,92.843750,2023-04-05
91282CDX6,TIPS,0.001250,2032-01-15,,92.390625,92.312500,92.125000,2023-04-05
912810FQ6,TIPS,0.033750,2032-04-15,,119.343750,119.187500,119.000000,2023-04-05
91282CEZ0,TIPS,0.006250,2032-07-15,,96.546875,96.468750,96.281250,2023-04-05
91282CGK1,TIPS,0.011250,2033-01-15,,100.828125,100.750000,100.531250,2023-04-05
912810QF8,TIPS,0.021250,2040-02-15,,111.750000,111.531250,111.343750,2023-04-05
912810QP6,TIPS,0.021250,2041-02-15,,111.656250,111.468750,111.406250,2023-04-05
912810QV3,TIPS,0.007500,2042-02-15,,88.453125,88.250000,88.218750,2023-04-05
912810RA8,TIPS,0.006250,2043-02-15,,85.562500,85.375000,85.312500,2023-04-05
912810RF7,TIPS,0.013750,2044-02-15,,98.187500,97.968750,97.875000,2023-04-05
912810RL4,TIPS,0.007500,2045-02-15,,86.343750,86.125000,86.062500,2023-04-05
912810RR1,TIPS,0.010000,2046-02-15,,90.718750,90.500000,90.437500,2023-04-05
912810RW0,TIPS,0.008750,2047-02-15,,87.765625,87.562500,87.500000,2023-04-05
912810SB5,TIPS,0.010000,2048-02-15,,90.218750,90.000000,89.968750,2023-04-05
912810SG4,TIPS,0.010000,2049-02-15,,90.140625,89.937500,89.968750,2023-04-05
912810SM1,TIPS,0.002500,2050-02-15,,73.828125,73.625000,73.656250,2023-04-05
912810SV1,TIPS,0.001250,2051-02-15,,70.546875,70.375000,70.343750,2023-04-05
912810TE8,TIPS,0.001250,2052-02-15,,70.562500,70.406250,70.375000,2023-04-05
912810TP3,TIPS,0.015000,2053-02-15,,103.000000,102.843750,102.781250,2023-04-05
91282CBY6,MARKET BASED FRN,0.049401,2023-04-30,,0.000000,99.994122,99.994122,2023-04-05
91282CCQ2,MARKET BASED FRN,0.049351,2023-07-31,,99.949917,99.933998,99.935589,2023-04-05
91282CDE8,MARKET BASED FRN,0.049411,2023-10-31,,99.973106,99.967436,99.967436,2023-04-05
91282CDU2,MARKET BASED FRN,0.048905,2024-01-31,,99.960701,99.932267,99.932267,2023-04-05
91282CEL1,MARKET BASED FRN,0.048296,2024-04-30,,99.850409,99.797979,99.795359,2023-04-05
91282CFD8,MARKET BASED FRN,0.049432,2024-07-31,,99.909603,99.845208,99.854860,2023-04-05
91282CFS5,MARKET BASED FRN,0.050476,2024-10-31,,100.000926,99.924702,100.010802,2023-04-05
91282CGF2,MARKET BASED FRN,0.051084,2025-01-31,,100.062908,100.045329,100.076092,2023-04-05
912796CT4,MARKET BASED BILL,0.000000,2023-04-11,,0.000000,99.942361,99.953111,2023-04-06
912796YU7,MARKET BASED BILL,0.000000,2023-04-13,,99.924847,99.921250,99.930167,2023-04-06
912797LM7,MARKET BASED BILL,0.000000,2023-04-17,,99.869833,99.866778,99.878333,2023-04-06
912796CU1,MARKET BASED BILL,0.000000,2023-04-18,,99.859167,99.854333,99.862806,2023-04-06
912796V48,MARKET BASED BILL,0.000000,2023-04-20,,99.832389,99.826167,99.837861,2023-04-06
912796CV9,MARKET BASED BILL,0.000000,2023-04-25,,99.769889,99.763028,99.774000,2023-04-06
912796YV5,MARKET BASED BILL,0.000000,2023-04-27,,99.749750,99.742167,99.752778,2023-04-06
912796CW7,MARKET BASED BILL,0.000000,2023-05-02,,99.690167,99.683667,99.697222,2023-04-06
912796YW3,MARKET BASED BILL,0.000000,2023-05-04,,99.664389,99.655444,99.673750,2023-04-06
912797FD4,MARKET BASED BILL,0.000000,2023-05-09,,99.598958,99.590250,99.605333,2023-04-06
912796ZE2,MARKET BASED BILL,0.000000,2023-05-11,,99.575625,99.566389,99.579722,2023-04-06
912797FE2,MARKET BASED BILL,0.000000,2023-05-16,,99.511111,99.498889,99.511417,2023-04-06
912796W47,MARKET BASED BILL,0.000000,2023-05-18,,99.484333,99.471500,99.484083,2023-04-06
912797FF9,MARKET BASED BILL,0.000000,2023-05-23,,99.421639,99.409889,99.423722,2023-04-06
912796ZF9,MARKET BASED BILL,0.000000,2023-05-25,,99.398389,99.387500,99.397333,2023-04-06
912797FG7,MARKET BASED BILL,0.000000,2023-05-30,,99.322750,99.317500,99.322778,2023-04-06
912796ZG7,MARKET BASED BILL,0.000000,2023-06-01,,99.296111,99.279778,99.283472,2023-04-06
912797FM4,MARKET BASED BILL,0.000000,2023-06-06,,99.232417,99.227333,99.218333,2023-04-06
912796ZP7,MARKET BASED BILL,0.000000,2023-06-08,,99.216000,99.195000,99.202611,2023-04-06
912797FN2,MARKET BASED BILL,0.000000,2023-06-13,,99.149056,99.134889,99.138306,2023-04-06
912796X53,MARKET BASED BILL,0.000000,2023-06-15,,99.114306,99.099722,99.095333,2023-04-06
912797FP7,MARKET BASED BILL,0.000000,2023-06-20,,99.057292,99.031250,99.023611,2023-04-06
912796ZQ5,MARKET BASED BILL,0.000000,2023-06-22,,99.028944,99.020389,99.005667,2023-04-06
912797FQ5,MARKET BASED BILL,0.000000,2023-06-27,,98.982972,98.968167,98.976250,2023-04-06
912796ZR3,MARKET BASED BILL,0.000000,2023-06-29,,98.925500,98.915000,98.918694,2023-04-06
912797FR3,MARKET BASED BILL,0.000000,2023-07-05,,98.847500,98.835000,98.803444,2023-04-06
912796ZS1,MARKET BASED BILL,0.000000,2023-07-06,,98.811944,98.801833,98.807500,2023-04-06
912797FX0,MARKET BASED BILL,0.000000,2023-07-11,,98.762667,98.752000,98.741250,2023-04-06
912796XQ7,MARKET BASED BILL,0.000000,2023-07-13,,98.750500,98.728722,98.736306,2023-04-06
912797FY8,MARKET BASED BILL,0.000000,2023-07-18,,98.669583,98.652417,98.654167,2023-04-06
912796ZZ5,MARKET BASED BILL,0.000000,2023-07-20,,98.653958,98.626250,98.622000,2023-04-06
912797FZ5,MARKET BASED BILL,0.000000,2023-07-25,,98.586806,98.566944,98.552722,2023-04-06
912796Y29,MARKET BASED BILL,0.000000,2023-07-27,,98.568889,98.544000,98.526167,2023-04-06
912797GA9,MARKET BASED BILL,0.000000,2023-08-01,,98.467625,98.456250,98.459778,2023-04-06
912796Y37,MARKET BASED BILL,0.000000,2023-08-03,,98.472833,98.443083,98.439778,2023-04-06
912796XY0,MARKET BASED BILL,0.000000,2023-08-10,,98.376000,98.344500,98.343750,2023-04-06
912796Z36,MARKET BASED BILL,0.000000,2023-08-17,,98.291319,98.263611,98.258333,2023-04-06
912796Z44,MARKET BASED BILL,0.000000,2023-08-24,,98.197500,98.176111,98.169833,2023-04-06
912796Z51,MARKET BASED BILL,0.000000,2023-08-31,,98.113500,98.076750,98.065500,2023-04-06
912796YH6,MARKET BASED BILL,0.000000,2023-09-07,,98.040778,98.023667,98.006750,2023-04-06
912796CQ0,MARKET BASED BILL,0.000000,2023-09-14,,97.931597,97.911472,97.906667,2023-04-06
912796CR8,MARKET BASED BILL,0.000000,2023-09-21,,97.874333,97.853333,97.838278,2023-04-06
912796CS6,MARKET BASED BILL,0.000000,2023-09-28,,97.776042,97.773611,97.742833,2023-04-06
912796YJ2,MARKET BASED BILL,0.000000,2023-10-05,,97.669389,97.634000,97.616833,2023-04-06
912796YT0,MARKET BASED BILL,0.000000,2023-11-02,,97.480000,97.427500,97.399111,2023-04-06
912796ZD4,MARKET BASED BILL,0.000000,2023-11-30,,97.114250,97.058056,97.063833,2023-04-06
912796ZN2,MARKET BASED BILL,0.000000,2023-12-28,,96.915139,96.852333,96.827361,2023-04-06
912796ZY8,MARKET BASED BILL,0.000000,2024-01-25,,96.529167,96.472000,96.500278,2023-04-06
